연번,시군구,중개업소구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
6207,연제구,공인중개사,남상승,황금부동산공인중개사사무소,부산광역시 연제구 연수로213번길 9(연산동),35.17419687,129.0941067,2022-01-14
6208,연제구,공인중개사,김영옥,참빛공인중개사사무소,"부산광역시 연제구 묘봉산로 4, 상가동 102-1호(연산동, 연산동 한일유앤아이아파트)",35.18253158,129.0874554,2022-01-14
6209,연제구,공인중개사,박혜숙,빛나공인중개사사무소,"부산광역시 연제구 연제로9번길 9, 101호(연산동, 아림시티빌)",35.17586019,129.0775079,2022-01-14
6210,연제구,공인중개사,박명호,에비뉴공인중개사사무소,"부산광역시 연제구 월드컵대로145번길 23, 3층(연산동)",35.18531748,129.0803449,2022-01-14
6211,연제구,공인중개사,전혜숙,영공인중개사사무소,부산광역시 연제구 해맞이로 47-1(거제동),35.17867878,129.0676535,2022-01-14
6212,연제구,공인중개사,장정교,채움공인중개사사무소,부산광역시 연제구 법원북로 75(거제동),35.19298309,129.0748574,2022-01-14
6213,연제구,공인중개사,김동하,제일부동산중개사무소,"부산광역시 연제구 월드컵대로 94, 2층 (연산동)",35.18279276,129.0834624,2022-01-14
6214,연제구,공인중개사,강석화,명인상가공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6215,연제구,공인중개사,김동희,카카오공인중개사사무소,"부산광역시 연제구 월드컵대로 95, 2층 (연산동)",35.18283353,129.0829360,2022-01-14
6216,연제구,공인중개사,정한조,명인OK부동산공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6217,연제구,공인중개사,허정,연제공인중개사사무소,부산광역시 연제구 거제천로 238(연산동),35.19191088,129.0828919,2022-01-14
6218,연제구,공인중개사,김미란,센텀탑공인중개사사무소,"부산광역시 연제구 좌수영로 225, S101동 B215호(연산동, 센텀리버SK VIEW)",35.18377083,129.1137234,2022-01-14
6219,연제구,공인중개사,신동혁,한길공인중개사사무소,부산광역시 연제구 법원북로 77-1(거제동),35.19283713,129.0750531,2022-01-14
6220,연제구,공인중개사,박소민,명인부동산중개사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6221,연제구,공인중개사,윤휘수,정공인중개사사무소,부산광역시 연제구 쌍미천로 124-1(연산동),35.18365064,129.0873056,2022-01-14
6222,연제구,공인중개사,강채영,지우공인중개사사무소,부산광역시 연제구 법원로 2(거제동),35.18970721,129.0722448,2022-01-14
6223,연제구,공인중개사,박충근,재성공인중개사사무소,부산광역시 연제구 거제시장로 43-1(거제동),35.18290868,129.0704427,2022-01-14
6224,연제구,공인중개사,강회진,다복공인중개사사무소,"부산광역시 연제구 봉수로 15, 상가동 지하5호(연산동, 한독아파트)",35.17288586,129.0895552,2022-01-14
6225,연제구,공인중개사,최애희,드림부동산중개사무소,"부산광역시 연제구 봉수로 15, 상가동 지하3호(연산동, 한독아파트)",35.17288586,129.0895552,2022-01-14
6226,연제구,공인중개사,윤현윤,정도공인중개사사무소,"부산광역시 연제구 중앙대로 1084, 4층(연산동)",35.18442952,129.0808601,2022-01-14
6227,연제구,공인중개사,박정우,연일공인중개사사무소,부산광역시 연제구 고분로 33(연산동),35.18579762,129.0861155,2022-01-14
6228,연제구,공인중개사,이은솔,미래공인중개사사무소,부산광역시 연제구 과정로 105(연산동),35.18086782,129.1069097,2022-01-14
6229,연제구,공인중개사,김영숙,비젼부동산공인중개사사무소,부산광역시 연제구 중앙천로 38(연산동),35.17821035,129.0828307,2022-01-14
6230,연제구,공인중개사,이성주,온부동산중개,"부산광역시 연제구 중앙대로 1063, 2층(연산동)",35.18313884,129.0790314,2022-01-14
6231,연제구,공인중개사,도솔,행복드림공인중개사사무소,"부산광역시 연제구 거제천로118번길 19, 1층(연산동)",35.18394250,129.0758361,2022-01-14
6232,연제구,공인중개사,김수권,참조은공인중개사사무소,"부산광역시 연제구 월드컵대로145번길 96, 1층 (연산동)",35.18263490,129.0779269,2022-01-14
6233,연제구,공인중개사,윤명희,만수공인중개사사무소,"부산광역시 연제구 쌍미천로45번길 78, 1층(연산동)",35.17475413,129.0872858,2022-01-14
6234,연제구,공인중개사,김진웅,연산더샵부동산중개사무소,"부산광역시 연제구 연수로 130, 124동 B102호 (연산동, 연산더샵)",35.17433832,129.0844040,2022-01-14
6235,연제구,공인중개사,최기호,데이원공인중개사사무소,"부산광역시 연제구 중앙대로1043번길 34, 근린생활시설동 219호(연산동, 시청역 SK VIEW)",35.18231482,129.0764185,2022-01-14
6236,연제구,공인중개사,박찬열,연산서희부동산공인중개사사무소,"부산광역시 연제구 월드컵대로92번길 65, 1층(연산동)",35.18290455,129.0870761,2022-01-14
6237,연제구,공인중개사,최영술,명인공인중개사사무소,"부산광역시 연제구 월드컵대로145번길 29, 4층(연산동)",35.18504906,129.0801217,2022-01-14
6238,연제구,공인중개사,강하경,금강부동산공인중개사사무소,"부산광역시 연제구 거제대로230번길 53, 1층(거제동)",35.18675029,129.0763453,2022-01-14
6239,연제구,공인중개사,김부현,장원부동산중개사무소,"부산광역시 연제구 거제대로 128, 607호(거제동)",35.17960825,129.0695759,2022-01-14
6240,연제구,공인중개사,박종환,태평양1부동산중개사무소,"부산광역시 연제구 월드컵대로 118, 7층(연산동)",35.18477393,129.0826653,2022-01-14
6241,연제구,공인중개사,김태우,나무부동산중개사무소,부산광역시 연제구 대리로22번길 3(연산동),35.18125241,129.0863624,2022-01-14
6242,연제구,공인중개사,김현경,명가부동산공인중개사사무소,"부산광역시 연제구 토곡남로 3, 4층(연산동)",35.18119268,129.1068702,2022-01-14
6243,연제구,공인중개사,김서영,새로나부동산중개사무소,"부산광역시 연제구 마곡천로 20, 1층 (연산동)",35.17273270,129.0875443,2022-01-14
6244,연제구,공인중개사,정우제,신태양합동공인중개사사무소,"부산광역시 연제구 월드컵대로 225-1, 4층(거제동)",35.18906014,129.0720277,2022-01-14
6245,연제구,공인중개사,이재백,시청역동원부동산공인중개사사무소,"부산광역시 연제구 연제로 30, 202동 B107호(연산동, 시청역비스타동원)",35.17926330,129.0769601,2022-01-14
6246,연제구,공인중개사,최매자,힐탑힐스테이트공인중개사사무소,부산광역시 연제구 마곡천로30번길 2(연산동),35.17199907,129.0869307,2022-01-14
6247,연제구,공인중개사,곽동우,상가부동산중개사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6248,연제구,공인중개사,서동국,동국공인중개사사무소,"부산광역시 연제구 온천천남로 110, 한양상가 46동 103호(연산동)",35.19075922,129.1006316,2022-01-14
6249,연제구,공인중개사,이호열,보배자이공인중개사사무소,"부산광역시 연제구 과정로343번길 43, 상가동 C-104호(연산동, 연산자이)",35.18790086,129.0897889,2022-01-14
6250,연제구,공인중개사,변숙경,금손부동산공인중개사사무소,"부산광역시 연제구 연수로 130, 124동 B205호(연산동, 연산더샵)",35.17433832,129.0844040,2022-01-14
6251,연제구,공인중개사,김홍웅,김홍웅공인중개사사무소,"부산광역시 연제구 법원로32번길 10, 204호(거제동)",35.19132698,129.0745830,2022-01-14
6252,연제구,공인중개사,이강청,알파공인중개사사무소,"부산광역시 연제구 과정로343번길 42, 1층 (연산동)",35.18974518,129.0881775,2022-01-14
6253,연제구,공인중개사,조은숙,연제SK뷰공인중개사사무소,부산광역시 연제구 중앙대로1038번길 25(연산동),35.18022133,129.0786964,2022-01-14
6254,연제구,공인중개사,김미혜,쌍용더플레티넘공인중개사사무소,부산광역시 연제구 과정로191번길 26(연산동),35.18658872,129.1062408,2022-01-14
6255,연제구,공인중개사,김경진,봄봄부동산공인중개사사무소,부산광역시 연제구 중앙천로 36(연산동),35.17810151,129.0829061,2022-01-14
6256,연제구,공인중개사,김경낭,더센텀푸르지오공인중개사사무소,부산광역시 연제구 고분로 259(연산동),35.18465702,129.1104746,2022-01-14
6257,연제구,공인중개사,이재영,인버스공인중개사사무소,"부산광역시 연제구 중앙대로 1078, 1005호(연산동, 뉴그랜드오피스텔)",35.18397262,129.0805466,2022-01-14
6258,연제구,공인중개사,이태우,lee좋은부동산공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6259,연제구,공인중개사,오승현,2000부동산중개,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6260,연제구,공인중개사,윤진근,힐스테이트연산공인중개사사무소,"부산광역시 연제구 봉수로 25, 231동 107호(연산동, 힐스테이트연산아파트 상가)",35.17204042,129.0883474,2022-01-14
6261,연제구,공인중개사,강동민,강프로부동산중개,"부산광역시 연제구 연수로171번길 17-10, 1층(연산동)",35.17480774,129.0883404,2022-01-14
6262,연제구,공인중개사,이선유,힐공인중개사사무소,"부산광역시 연제구 봉수로 32, 1층(연산동)",35.17196315,129.0879182,2022-01-14
6263,연제구,공인중개사,김신필,부산상가유일부동산중개사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6264,연제구,공인중개사,황영숙,한올부동산공인중개사사무소,"부산광역시 연제구 법원남로15번길 17, 4층(거제동)",35.19005457,129.0737317,2022-01-14
6265,연제구,공인중개사,김정미,연산부자부동산중개사무소,"부산광역시 연제구 연수로225번길 11, 1층(연산동)",35.17423982,129.0953368,2022-01-14
6266,연제구,공인중개사,김국태,태광공인중개사사무소,"부산광역시 연제구 좌수영로 225, S101동 B206호(연산동, 센텀리버SK VIEW)",35.18377083,129.1137234,2022-01-14
6267,연제구,공인중개사,양진영,온리원공인중개사사무소,"부산광역시 연제구 연수로171번길 22-2, 1층(연산동)",35.17477567,129.0888999,2022-01-14
6268,연제구,공인중개사,이보미,우리래미안공인중개사사무소,"부산광역시 연제구 아시아드대로 58, 1층(거제동)",35.18978076,129.0680075,2022-01-14
6269,연제구,공인중개사,배동현,안심공인중개사사무소,"부산광역시 연제구 연안로13번길 85, 1층(연산동)",35.18879647,129.1023619,2022-01-14
6270,연제구,공인중개사,전미화,한양탑공인중개사사무소,"부산광역시 연제구 연안로13번길 41, 1층 (연산동)",35.18887437,129.1046907,2022-01-14
6271,연제구,공인중개사,이웅권,배산제일공인중개사사무소,"부산광역시 연제구 금련로 4, 1층 (연산동)",35.17311766,129.0958267,2022-01-14
6272,연제구,공인중개사,정승지,대박부동산공인중개사사무소,"부산광역시 연제구 토현로 6, 상가가동 209호(연산동, 주공아파트)",35.17851321,129.1110606,2022-01-14
6273,연제구,공인중개사,박노영,아시아드부동산공인중개사사무소,"부산광역시 연제구 종합운동장로12번길 30, 1층(거제동)",35.19188424,129.0666186,2022-01-14
6274,연제구,공인중개사,김금주,하늘채부동산중개사무소,"부산광역시 연제구 여고로14번길 31, 1층(거제동)",35.19355761,129.0659597,2022-01-14
6275,연제구,공인중개사,박종희,뉴정공인중개사사무소,"부산광역시 연제구 아시아드대로22번길 13, 1층(거제동)",35.18746366,129.0701072,2022-01-14
6276,연제구,공인중개사,최창익,해밀공인중개사사무소,"부산광역시 연제구 월드컵대로 160-1, 201호(연산동, 조강빌딩)",35.18725740,129.0791189,2022-01-14
6277,연제구,공인중개사,전선영,명당(明堂)공인중개사사무소,부산광역시 연제구 금용로 5(거제동),35.18788826,129.0679607,2022-01-14
6278,연제구,공인중개사,전향숙,명당(明堂)합동공인중개사사무소,부산광역시 연제구 금용로 5(거제동),35.18788826,129.0679607,2022-01-14
6279,연제구,공인중개사,김병호,베스트부동산공인중개사사무소,"부산광역시 연제구 대리로22번길 17, 1층(연산동)",35.18066491,129.0865412,2022-01-14
6280,연제구,공인중개사,유정환,뉴태양합동공인중개사사무소,"부산광역시 연제구 월드컵대로 225-1, 4층(거제동)",35.18906014,129.0720277,2022-01-14
6281,연제구,공인중개사,심지훈,메이드공인중개사사무소,"부산광역시 연제구 거제대로96번길 46, 주건축물제1동 101호(거제동)",35.17626496,129.0704982,2022-01-14
6282,연제구,공인중개사,오현주,연산이편한부동산중개사무소,"부산광역시 연제구 고분로13번길 25, 110호(연산동)",35.18712856,129.0844533,2022-01-14
6283,연제구,공인중개사,강구수,새희망공인중개사사무소,"부산광역시 연제구 안연로23번길 73, 1층(연산동)",35.19028398,129.0963869,2022-01-14
6284,연제구,공인중개사,이승민,예스부동산중개,"부산광역시 연제구 신촌로 37, 2층(연산동)",35.18360154,129.0746458,2022-01-14
6285,연제구,공인중개사,김미숙,성원부동산공인중개사사무소,"부산광역시 연제구 거제천로146번길 50, B동 101호(연산동, 더페이스)",35.18522324,129.0787845,2022-01-14
6286,연제구,공인중개사,한기조,LG부동산공인중개사사무소,"부산광역시 연제구 고분로 200, 상가동 108호(연산동, 연산엘지아파트)",35.18408872,129.1046149,2022-01-14
6287,연제구,공인중개사,박선유,스마트리치공인중개사사무소,"부산광역시 연제구 거제천로152번길 59, 317호(연산동, 스마트리치 연산)",35.18558386,129.0797885,2022-01-14
6288,연제구,공인중개사,설경석,강남부동산중개,"부산광역시 연제구 월드컵대로111번길 6-8, 301호",35.18430146,129.0820771,2022-01-14
6289,연제구,공인중개사,강명희,강명희 공인중개사 사무소,"부산광역시 연제구 해맞이로 23, 115동 102호",35.17669198,129.0670566,2022-01-14
6290,연제구,공인중개사,민경용,한방부동산공인중개사사무소,부산광역시 연제구 아시아드대로 38,35.18807898,129.0688197,2022-01-14
6291,연제구,공인중개사,박기종,하우투부동산공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩 A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6292,연제구,공인중개사,서정민,대박공인중개사사무소,"부산광역시 연제구 마곡천로 40, 1층(연산동)",35.17107105,129.0868854,2022-01-14
6293,연제구,공인중개사,최재은,대우월드마크부동산공인중개사사무소,"부산광역시 연제구 종합운동장로12번길 8, 101동 101호",35.19136264,129.0654588,2022-01-14
6294,연제구,공인중개사,추은영,힐스대박부동산공인중개사사무소,"부산광역시 연제구 마곡천로 40, 1층(연산동)",35.17107105,129.0868854,2022-01-14
6295,연제구,공인중개사,선충곤,동양부동산중개사무소,"부산광역시 연제구 법원남로 16, 402호(거제동, 협성법조빌딩)",35.19088467,129.0746540,2022-01-14
6296,연제구,공인중개사,이주경,부자제일부동산중개사무소,"부산광역시 연제구 쌍미천로 3, 1층(연산동)",35.17419660,129.0921416,2022-01-14
6297,연제구,공인중개사,홍동완,이안공인중개사사무소,"부산광역시 연제구 반송로 80, 107동 102호(연산동, 연산동 일동미라주더스타)",35.19061288,129.0879146,2022-01-14
6298,연제구,공인중개사,이상홍,정도합동공인중개사사무소,"부산광역시 연제구 중앙대로 1084, 4층(연산동)",35.18442952,129.0808601,2022-01-14
6299,연제구,공인중개사,정영연,더프라임공인중개사사무소,"부산광역시 연제구 고분로 254, 1층(연산동)",35.18436584,129.1097899,2022-01-14
6300,연제구,공인중개사,김선일,복다방공인중개사사무소,"부산광역시 연제구 월드컵대로153번길 94, 804호(연산동, 쉐르텔)",35.18314165,129.0766929,2022-01-14
6301,연제구,공인중개사,남재현,롯데골드공인중개사사무소,"부산광역시 연제구 월드컵대로 75, 1층(연산동)",35.18105112,129.0836808,2022-01-14
6302,연제구,공인중개사,김지현,부자부동산공인중개사사무소,부산광역시 연제구 쌍미천로 3(연산동),35.17419660,129.0921416,2022-01-14
6303,연제구,공인중개사,김계현,뉴애플공인중개사사무소,"부산광역시 연제구 과정로 346, 2층(연산동)",35.19090539,129.0904659,2022-01-14
6304,연제구,공인중개사,김구식,퀸즈W공인중개사사무소,"부산광역시 연제구 연제로 7, 101-106호(연산동, 시청역퀸즈W)",35.17588038,129.0782767,2022-01-14
6305,연제구,공인중개사,박용철,(주)법과부동산중개법인 분사무소,"부산광역시 중구 중앙대로 31, 2층(중앙동 6가)",35.10036758,129.0363031,2022-01-14
6306,연제구,공인중개사,정민수,나니아디자인 부동산중개,"부산광역시 연제구 과정로 343, 43, 상가동 C-113호(연산동, 연산자이)",35.19031163,129.0903372,2022-01-14
6307,연제구,공인중개사,방혜린,이룸공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6308,연제구,공인중개사,김성환,땡큐공인중개사사무소,"부산광역시 연제구 여고로 74, 1층 일부 (거제동)",35.19622756,129.0718694,2022-01-14
6309,연제구,공인중개사,강주윤,프로공인중개사사무소,"부산광역시 연제구 연수로171번길 17-10, 1층(연산동)",35.17480774,129.0883404,2022-01-14
6310,연제구,공인중개사,김민선,이룸공인중개사사무소,"부산광역시 연제구 월드컵대로188번길 12-2, 4층일부(거제동)",35.18833205,129.0768713,2022-01-14
6311,연제구,공인중개사,이나경,감사한공인중개사사무소,"부산광역시 연제구 거제천로 230, 1층(연산동)",35.19177316,129.0821653,2022-01-14
6312,연제구,공인중개사,한광주,원픽공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6313,연제구,공인중개사,이병락,국제공인중개사사무소,"부산광역시 연제구 중앙대로 1233, 2층(거제동)",35.19744440,129.0789683,2022-01-14
6314,연제구,공인중개사,마지민,황금공인중개사사무소,"부산광역시 연제구 세병로 74, 일동미라주리버 107동103호(거제동)",35.19557820,129.0830394,2022-01-14
6315,연제구,공인중개사,서정우,갑오공인중개사사무소,"부산광역시 연제구 연수로 193-1, 2층(연산동)",35.17410785,129.0919867,2022-01-14
6316,연제구,공인중개사,정건영,뉴소담공인중개사사무소,"부산광역시 연제구 중앙대로1066번길 18, 1층(연산동)",35.18261413,129.0802542,2022-01-14
6317,연제구,공인중개사,정무헌,해돋이공인중개사사무소,"부산광역시 연제구 고분로 119, 201호(연산동)",35.18590333,129.0953837,2022-01-14
6318,연제구,공인중개사,김도현,신태백부동산중개사무소,"부산광역시 연제구 월드컵대로91번가길 20, 2층(연산동)",35.18279300,129.0814203,2022-01-14
6319,연제구,공인중개사,이찬민,율공인중개사사무소,"부산광역시 연제구 거제대로118번길 37, 1층(거제동)",35.17849684,129.0709007,2022-01-14
6320,연제구,공인중개사,윤승효,혜성공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6321,연제구,공인중개사,조성오,더율공인중개사사무소,"부산광역시 연제구 거제대로118번길 37, 1층일부(거제동)",35.17849684,129.0709007,2022-01-14
6322,연제구,공인중개사,조영표,J&J공인중개사사무소,"부산광역시 연제구 봉수로 2, 122동 104호(연산동, 힐스테이트연산아파트 상가)",35.17373157,129.0887322,2022-01-14
6323,연제구,공인중개사,박건욱,뉴스타공인중개사사무소,"부산광역시 연제구 거제천로152번길 41, 101호(연산동)",35.18609749,129.0787961,2022-01-14
6324,연제구,공인중개사,전미경,으뜸힐스테이트공인중개사사무소,"부산광역시 연제구 마곡천로 29-5, 1층(연산동)",35.17199325,129.0875783,2022-01-14
6325,연제구,공인중개사,이순남,광명공인중개사사무소,"부산광역시 연제구 연수로 158, 2층(연산동)",35.17427925,129.0879711,2022-01-14
6326,연제구,공인중개사,최홍찬,뉴미래공인중개사사무소,"부산광역시 연제구 과정로 210, 1층(연산동)",35.18797591,129.1043711,2022-01-14
6327,연제구,공인중개사,백석종,알짜공인중개사사무소,"부산광역시 연제구 안연로 33, 상가C동 104호(연산동, 더샵파크시티)",35.19202239,129.0955318,2022-01-14
6328,연제구,공인중개사,배영돈,한마음공인중개사사무소,"부산광역시 연제구 고분로 99-1, 1층(연산동)",35.18601163,129.0933759,2022-01-14
6329,연제구,공인중개사,박은숙,명품블루파크부동산중개사무소,"부산광역시 연제구 과정로251번길 45, 102호(연산동, 명품블루파크)",35.18696417,129.1016454,2022-01-14
6330,연제구,공인중개사,김혜진,SK황금부동산중개사무소,"부산광역시 연제구 중앙대로1124번길 15, 1-4호(연산동, 연산동 에스케이 뷰)",35.18855923,129.0817164,2022-01-14
6331,연제구,공인중개사,박영숙,연산OK공인중개사사무소,"부산광역시 연제구 쌍미천로 194, 1층",35.18992196,129.0875649,2022-01-14
6332,연제구,공인중개사,이혜진,신다복부동산중개,"부산광역시 연제구 봉수로 15, 상가동 5호(연산동, 한독아파트)",35.17288586,129.0895552,2022-01-14
6333,연제구,공인중개사,박미정,알짜부동산공인중개사사무소,"부산광역시 연제구 안연로 33, 상가C동 104호(연산동, 더샵 파크시티)",35.19202239,129.0955318,2022-01-14
6334,연제구,공인중개사,김만곤,롯데공인중개사사무소,"부산광역시 연제구 연수로 130, 123동 A203호(연산동, 연산 더샵)",35.17433832,129.0844040,2022-01-14
6335,연제구,공인중개사,박서경,더샵퍼스트공인중개사사무소,"부산광역시 연제구 안연로 33, 상가E동 102호(연산동, 더샵 파크시티)",35.19202239,129.0955318,2022-01-14
6336,연제구,공인중개사,김은자,호박부동산공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6337,연제구,공인중개사,장순용,메타공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6338,연제구,공인중개사,장성호,진주부동산중개사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6339,연제구,공인중개사,김창준,다온부동산중개사무소,"부산광역시 연제구 금련로 6, 1층(연산동)",35.17296216,129.0960771,2022-01-14
6340,연제구,공인중개사,박상원,The S 공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6341,연제구,공인중개사,김기수,공감공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6342,연제구,공인중개사,정일태,이로운공인중개사사무소,"부산광역시 연제구 과정로 242, 2층 (연산동)",35.18798260,129.1006710,2022-01-14
6343,연제구,공인중개사,서준호,무궁화부동산중개,"부산광역시 연제구 월드컵대로243번길 19, 상가 23동 304호",35.18933969,129.0699781,2022-01-14
6344,연제구,공인중개사,정성희,팰리스공인중개사사무소,"부산광역시 연제구 법원북로 86, 1층(만해포럼빌딩)",35.19208604,129.0753836,2022-01-14
6345,연제구,공인중개사,장가현,더팰리스공인중개사사무소,"부산광역시 연제구 법원북로 86, 만해포럼빌딩 1층",35.19208604,129.0753836,2022-01-14
6346,연제구,공인중개사,차혜경,명인리치공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6347,연제구,공인중개사,류고성,디에스부동산공인중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6348,연제구,공인중개사,배지연,부자공인중개사사무소,"부산광역시 연제구 세병로 74, 107동 101호(거제동, 일동미라주리버)",35.19557820,129.0830394,2022-01-14
6349,연제구,공인중개사,이화선,한국공인중개사사무소,"부산광역시 연제구 중앙대로1134번길 15, 3층 (연산동)",35.18901761,129.0818652,2022-01-14
6350,연제구,공인중개사,권동민,한양공인중개사사무소,"부산광역시 연제구 과정로344번길 22, 상가동 102호(연산동, 한양아파트)",35.19043523,129.0926227,2022-01-14
6351,연제구,공인중개사,신용주,미스터부동산중개사사무소,"부산광역시 연제구 중앙대로 1077, 상계빌딩 A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6352,연제구,공인중개사,손영완,지금부동산중개사무소,"부산광역시 연제구 연제로 30, 105동 702호(연산동, 시청역 비스타동원)",35.17926330,129.0769601,2022-01-14
6353,연제구,법인,김진,하우징마트부동산중개(주),"부산광역시 연제구 월드컵대로 157, 11층(연산동,호성빌딩)",35.18665501,129.0789462,2022-01-14
6354,연제구,법인,안상훈,주식회사우리들부동산중개법인,"부산광역시 연제구 쌍미천로 115, 1층(연산동)",35.18301300,129.0870446,2022-01-14
6355,연제구,법인,유병찬,세방부동산중개주식회사,"부산광역시 연제구 월드컵대로145번길 32, 3층 (연산동)",35.18516858,129.0798598,2022-01-14
6356,연제구,법인,옥영표,(주)오케이디엔씨부동산중개법인,"부산광역시 연제구 중앙대로1048번길 24, 3층(연산동,그린빌딩)",35.18138016,129.0801500,2022-01-14
6357,연제구,법인,김종식,주식회사명성경매부동산중개법인,"부산광역시 연제구 법원로32번길 18, 203호(거제동, 나래빌딩)",35.19107170,129.0749090,2022-01-14
6358,연제구,법인,황윤성,코리아부동산중개법인 주식회사,부산광역시 연제구 중앙대로 1038(연산동),35.18104805,129.0779717,2022-01-14
6359,연제구,법인,김선영,주식회사센트럴허브부동산중개법인,,,,2022-01-14
6360,연제구,법인,이기현,(주)온나라부동산중개법인,"부산광역시 연제구 월드컵대로 144, 2층(연산동)",35.18666676,129.0806592,2022-01-14
6361,연제구,법인,권태용,(주)부동산중개법인개벽,"부산광역시 연제구 중앙대로 1091, 602호(연산동)",35.18541388,129.0806536,2022-01-14
6362,연제구,법인,김규동,주식회사 거성부동산중개법인,"부산광역시 연제구 월드컵대로 163, 4층(연산동)",35.18689394,129.0784333,2022-01-14
6363,연제구,법인,이채원,연세부동산중개법인(주),부산광역시 연제구 중앙대로 1037(연산동),35.18120558,129.0774908,2022-01-14
6364,연제구,법인,김보현,주식회사프리다부동산중개법인,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6365,연제구,법인,유윤상,주식회사 이화부동산중개법인,"부산광역시 연제구 고분로 200, 상가동 104호(연산동, 연산엘지아파트)",35.18408872,129.1046149,2022-01-14
6366,연제구,법인,이승헌,랜드고부동산중개법인주식회사,"부산광역시 연제구 중앙대로 1063, 2층(연산동)",35.18313884,129.0790314,2022-01-14
6367,연제구,법인,김기미,(주)DRK부동산중개법인,"부산광역시 연제구 중앙대로 1030, 3층(연산동)",35.18048435,129.0775032,2022-01-14
6368,연제구,법인,신윤경,주식회사 조은부동산중개,"부산광역시 연제구 월드컵대로 157, 11층 (연산동)",35.18665501,129.0789462,2022-01-14
6369,연제구,법인,임정수,(주)법과부동산중개법인,"부산광역시 연제구 법원로 34, 903호(거제동)",35.19182191,129.0746774,2022-01-14
6370,연제구,법인,박민균,성균관부동산중개법인주식회사,"부산광역시 연제구 아시아드대로 79, 5층(거제동)",35.19154824,129.0668997,2022-01-14
6371,연제구,법인,박진성,주식회사 진성부동산중개법인,"부산광역시 연제구 중앙대로 1077, 상계빌딩A동 201호(연산동)",35.18431236,129.0798485,2022-01-14
6372,연제구,법인,황태영,주식회사 태신부동산중개법인,"부산광역시 연제구 월드컵대로 168, 3층(연산동)",35.18751759,129.0782440,2022-01-14
6373,연제구,법인,김혜영,(주)대한경매부동산중개법인,"부산광역시 연제구 법원북로 86, 401-에이호(거제동,만해빌딩)",35.19208604,129.0753836,2022-01-14
6374,수영구,중개인,정일창,창성부동산중개인사무소,부산광역시 수영구 광서로10번길 74(광안동),35.16736162,129.1141579,2022-01-14
6375,수영구,중개인,이영순,대진부동산중개사무소,부산광역시 수영구 무학로63번길 92-1(민락동),35.16520371,129.1194302,2022-01-14
6376,수영구,중개인,최유일,대영부동산중개사무소,부산광역시 수영구 망미로7번길 67-2(광안동),35.17094554,129.1086632,2022-01-14
6377,수영구,중개인,황쌍태,성심부동산중개사무소,부산광역시 수영구 수영로 565(광안동),35.15628058,129.1125249,2022-01-14
6378,수영구,중개인,이흥근,영광부동산중개사무소,부산광역시 수영구 감포로 87(광안동),35.16608972,129.1181691,2022-01-14
